ROI_ID,nir_contrast,nir_entropy,nir_homogeneity,nir_mean,nir_std,red_contrast,red_edge_contrast,red_entropy,red_edge_entropy,red_homogeneity,red_edge_homogeneity,red_mean,red_edge_mean,red_std,red_edge_std,green_contrast,green_entropy,green_homogeneity,green_mean,green_std,NDVI_contrast,NDVI_entropy,NDVI_homogeneity,NDVI_mean,NDVI_std,NDRE_contrast,NDRE_entropy,NDRE_homogeneity,NDRE_mean,NDRE_std,CIgreen_contrast,CIgreen_entropy,CIgreen_homogeneity,CIgreen_mean,CIgreen_std,CIrededge_contrast,CIrededge_entropy,CIrededge_homogeneity,CIrededge_mean,CIrededge_std
ROI_1,5.339598997493755,8.178385264359065,0.06275920844952596,0.03557475,0.0030613353,3.3684210526315885,5.506265664160422,8.108867915528677,7.977950548411193,0.07212122932435376,0.058563839080802677,0.011493318,0.0269929,0.0024569754,0.0024121057,3.4799498746867217,7.900667348997791,0.06948776613530508,0.009434927,0.0012235896,3.321428571428579,8.021088908791757,0.07649269837525839,0.51305866,0.090443544,2.9429824561403573,7.651213996030947,0.07850022658558566,0.13732377,0.017107403,2.9373433583959976,7.744032925274813,0.08120855772000313,2.832771,0.5858579,2.8646616541353422,7.60456258210296,0.07909567262686004,0.3192867,0.046399843
ROI_10,3.8790726817042773,7.1588534873748415,0.10020330177748099,0.033554606,0.0031512142,2.911027568922308,4.0469924812030165,7.236911442119902,7.443130142788951,0.09504698075335172,0.08383592448866589,0.015093319,0.026547194,0.0020550606,0.0025059716,2.770676691729328,7.362575154492289,0.08601652291336517,0.011006611,0.0010494945,4.632205513784479,6.650300668220393,0.11185440351366067,0.37902534,0.07349071,3.9768170426065272,7.512354144260483,0.08100875110059977,0.11664034,0.011769363,3.439849624060167,6.4417849743483035,0.1142782321474443,2.0735269,0.40891534,4.02380952380953,7.477287614124669,0.07782398087409592,0.26448834,0.030396424
ROI_100,2.3709273182957458,7.761431781389113,0.08150428193271718,0.041984864,0.005575247,1.6860902255639152,3.8721804511278286,7.137228176673749,7.93398235232723,0.11773385633461766,0.0667495802893193,0.007981203,0.029540582,0.0024826466,0.003299364,2.4849624060150397,7.600542342255996,0.08811815722742408,0.008182849,0.0010712817,1.635964912280704,7.259163096817709,0.11350631945765527,0.67639506,0.11056142,1.9342105263157936,7.608407992538107,0.09383223652624303,0.17263508,0.022160308,1.360275689223061,7.4793257898120284,0.11235076351114145,4.2363462,1.0321,1.9874686716792023,7.606034444139279,0.09438784090584088,0.4190415,0.06456653
ROI_101,1.1954887218045154,7.353540149924903,0.12081698004865597,0.039603695,0.0077965497,0.7080200501253141,1.3339598997493767,6.029956036691051,7.506991627765157,0.14778891244193684,0.11985753074859769,0.004630119,0.021933246,0.0016785321,0.00462418,0.7537593984962419,6.406068135789462,0.1414673515313009,0.0048098518,0.0011150423,0.8276942355889738,6.759202040698437,0.13060136736607325,0.7857892,0.07737886,1.184837092731832,7.117433543909504,0.11545355478578512,0.28833988,0.03284715,1.4868421052631593,7.347735624890934,0.11091913958832965,7.480074,1.8512385,1.267543859649125,7.2184638586622265,0.1099498946269504,0.8161188,0.1256532
ROI_102,3.595238095238098,8.029269445057665,0.07184985994432411,0.03966954,0.004822556,2.7512531328320895,3.6015037593984984,7.877722734801775,7.8787436136314355,0.0878204973827789,0.06833603559914314,0.0072851493,0.027660342,0.0016422796,0.0033076045,3.833959899749378,7.898112499537488,0.06745942915854243,0.008004606,0.000858406,2.577694235588976,7.787925939279157,0.0848775805172967,0.68653125,0.07718189,3.7424812030075287,7.7136885541476135,0.07360172998535634,0.17829147,0.016257934,2.3859649122807083,7.813688089019863,0.08700152298091841,3.9954321,0.69005036,3.7111528822055218,7.697191344190378,0.07052421650359358,0.4349138,0.04857688
ROI_103,2.512531328320808,7.765989130374128,0.07644462289331311,0.038879458,0.0044323164,0.8715538847117811,4.1021303258145485,6.652875364995409,8.051317966405906,0.13132735072363588,0.06395382531035351,0.0076155667,0.0272484,0.0026088913,0.0031170386,1.8314536340852168,7.233500971349267,0.09004865409735037,0.007701851,0.0012070205,1.2875939849624065,7.289259969874617,0.1185676355665696,0.67234206,0.10003211,3.3822055137844678,7.761692512198108,0.07240007467470903,0.1758973,0.019433182,1.8032581453634124,7.617660620890164,0.10521704669884492,4.149405,0.883112,3.5520050125313367,7.842851636867737,0.0722578789000268,0.42822587,0.057018626
ROI_104,4.263157894736859,7.91639993654838,0.06224606179414802,0.03156187,0.0030686387,1.8847117794486246,5.379072681704279,7.453732912849185,8.169985925126404,0.09281330232700796,0.059161807038954094,0.008068405,0.022077702,0.0016813956,0.0023892845,2.9818295739348444,7.704025444883932,0.07446253142520808,0.0070433514,0.00086411624,2.3151629072681716,7.754761847654089,0.08136351012650624,0.5927043,0.07805188,3.4530075187970004,7.722294132236563,0.07445924131691206,0.1773538,0.016775753,2.8984962406015082,7.905468753391974,0.07840692542784898,3.531968,0.5831235,3.446741854636596,7.645488166026302,0.07269730531453622,0.43219802,0.04999771
ROI_105,2.716791979949883,7.673010309166664,0.08546476777373294,0.03520719,0.0043252967,4.109649122807022,3.350877192982462,8.062475657110303,7.625343839328687,0.07189446690890894,0.0806184423725013,0.010437343,0.026064167,0.0023971405,0.0026188854,4.273182957393489,7.934080347356632,0.06774186911561005,0.008864587,0.0009778115,4.170426065162921,8.063671229497999,0.07178718330847889,0.5395754,0.1114247,2.72994987468672,7.602360332284192,0.0898067705940993,0.1480335,0.019874794,2.422305764411031,7.469159724923346,0.08888102587037651,3.042824,0.81727326,2.6077694235589064,7.565894062109573,0.09008059533028914,0.34880665,0.055604693
ROI_106,0.3565162907268177,5.997038933497458,0.15360828541943117,0.030484356,0.0047936244,1.0401002506265686,0.6911027568922311,6.658027318339571,6.53194514091089,0.11379647909059706,0.12456225405141841,0.015291071,0.024198266,0.0020928225,0.0035990626,1.1773182957393524,6.819070861921249,0.10907280890253074,0.010458477,0.0012471327,2.013784461152884,6.646966541169612,0.10514976703778445,0.33065265,0.026299525,2.510651629072685,7.387794335450877,0.07646490889354784,0.11445837,0.010867705,1.2243107769423578,6.335583604088508,0.11690192899856429,1.907851,0.17740986,2.368421052631583,7.347887545711842,0.08131259210724665,0.25884664,0.02786131
ROI_107,2.244360902255644,7.8711734163740505,0.08863650350563326,0.04371379,0.006472465,1.0062656641604033,1.891604010025066,6.347439940178045,7.684883706963232,0.1334996350651329,0.09368088187879817,0.0036900926,0.023083415,0.00099264,0.0038447033,1.4780701754385999,7.043010598367327,0.10658121429432697,0.0043961797,0.0007058433,1.209273182957395,6.909417079030414,0.12538063238598485,0.8414235,0.048574977,2.483082706766919,7.671052347865414,0.08565573288102883,0.3099944,0.01857145,1.4862155388471203,7.529222547232472,0.10148109817685322,9.072463,1.5133603,2.548245614035091,7.70573789712057,0.08411138546552509,0.90059465,0.07685992
