ROI_ID,Longitude,Latitude,Dicot_Count,Monocot_Count,Chenopodium_Count,log1p_Dicot_Count,log1p_Monocot_Count,log1p_Chenopodium_Count,logeps_Dicot_Count,logeps_Monocot_Count,logeps_Chenopodium_Count,x_25832,y_25832,fold
47,11.3879025,55.3227875,52,1,1,3.970291914,0.693147181,0.693147181,3.951245642,1.00E-04,1.00E-04,651506.4488,6133308.816,8
48,11.38795972,55.32302083,34,4,4,3.555348061,1.609437912,1.609437912,3.526363466,1.386319361,1.386319361,651509.1884,6133334.899,4
49,11.38795778,55.32297639,55,7,29,4.025351691,2.079441542,3.401197382,4.007335003,1.945924435,3.367299278,651509.2347,6133329.95,7
50,11.38796389,55.32303944,26,3,18,3.295836866,1.386294361,2.944438979,3.258100384,1.098645621,2.890377313,651509.3817,6133336.979,1
51,11.38796944,55.32308528,32,1,0,3.496507561,0.693147181,0,3.465739028,1.00E-04,-9.210340372,651509.5593,6133342.09,7
52,11.38795194,55.32276667,95,1,9,4.564348191,0.693147181,2.302585093,4.553877944,1.00E-04,2.197235688,651509.6648,6133306.606,6
53,11.38796528,55.32299722,39,1,8,3.688879454,0.693147181,2.197224577,3.66356421,1.00E-04,2.079454042,651509.6309,6133332.284,3
54,11.3879625,55.32293139,51,0,0,3.951243719,0,0,3.931827594,-9.210340372,-9.210340372,651509.7059,6133324.954,6
55,11.387975,55.32306472,22,0,3,3.135494216,0,1.386294361,3.091046999,-9.210340372,1.098645621,651509.9901,6133339.815,6
56,11.38796056,55.32281972,56,16,68,4.043051268,2.833213344,4.234106505,4.025353476,2.772594972,4.219509176,651510.0086,6133312.527,4
57,11.38796528,55.32288694,33,0,1,3.526360525,0,0.693147181,3.496510592,-9.210340372,1.00E-04,651510.0517,6133320.016,2
58,11.38796333,55.32284139,51,1,1,3.951243719,0.693147181,0.693147181,3.931827594,1.00E-04,1.00E-04,651510.1021,6133314.944,5
59,11.38797,55.32291,19,1,8,2.995732274,0.693147181,2.197224577,2.944444242,1.00E-04,2.079454042,651510.2633,6133322.591,6
60,11.38797306,55.32295306,24,7,0,3.218875825,2.079441542,0,3.178057997,1.945924435,-9.210340372,651510.2928,6133327.388,9
61,11.38798278,55.32310917,30,0,7,3.433987204,0,2.079441542,3.401200715,-9.210340372,1.945924435,651510.3139,6133344.776,9
62,11.38796944,55.32280083,46,0,1,3.850147602,0,0.693147181,3.82864357,-9.210340372,1.00E-04,651510.6445,6133310.445,10
63,11.38797556,55.32286528,83,0,23,4.430816799,0,3.17805383,4.418841813,-9.210340372,3.135498564,651510.7863,6133317.628,9
64,11.38799528,55.32302083,27,1,3,3.33220451,0.693147181,1.386294361,3.29584057,1.00E-04,1.098645621,651511.4439,6133334.976,4
65,11.38799361,55.32297639,36,1,15,3.610917913,0.693147181,2.772588722,3.583521716,1.00E-04,2.708056868,651511.5077,6133330.028,4
66,11.38799889,55.32303972,22,3,24,3.135494216,1.386294361,3.218875825,3.091046999,1.098645621,3.178057997,651511.6009,6133337.086,3
67,11.38798361,55.32276639,109,1,11,4.700480366,0.693147181,2.48490665,4.6913488,1.00E-04,2.397904364,651511.6746,6133306.644,7
68,11.38800444,55.32308528,36,2,0,3.610917913,1.098612289,0,3.583521716,0.693197179,-9.210340372,651511.7795,6133342.166,3
69,11.38800028,55.32299722,37,2,7,3.63758616,1.098612289,2.079441542,3.610920615,0.693197179,1.945924435,651511.8511,6133332.361,8
70,11.38799722,55.32293167,53,3,2,3.988984047,1.386294361,1.098612289,3.9702938,1.098645621,0.693197179,651511.9074,6133325.061,9
71,11.38799556,55.32282,50,15,59,3.931825633,2.772588722,4.094344562,3.912025005,2.708056868,4.077539139,651512.2277,6133312.634,5
72,11.38801056,55.323065,32,2,3,3.496507561,1.098612289,1.386294361,3.465739028,0.693197179,1.098645621,651512.2445,6133339.923,1
73,11.38800083,55.32288694,53,2,10,3.988984047,1.098612289,2.397895273,3.9702938,0.693197179,2.302595093,651512.3071,6133320.093,6
74,11.38799889,55.32284111,47,3,3,3.871201011,1.386294361,1.386294361,3.850149729,1.098645621,1.098645621,651512.3587,6133314.99,7
75,11.388005,55.32291028,25,0,3,3.258096538,0,1.386294361,3.218879825,-9.210340372,1.098645621,651512.4824,6133322.698,1
76,11.38801778,55.32310917,34,1,1,3.555348061,0.693147181,0.693147181,3.526363466,1.00E-04,1.00E-04,651512.5341,6133344.853,10
77,11.38800861,55.32295306,30,2,0,3.433987204,1.098612289,0,3.401200715,0.693197179,-9.210340372,651512.5483,6133327.465,8
78,11.38800556,55.32280028,42,1,0,3.761200116,0.693147181,0,3.737671999,1.00E-04,-9.210340372,651512.9373,6133310.462,4
79,11.38801028,55.32286556,94,1,26,4.553876892,0.693147181,3.295836866,4.543295846,1.00E-04,3.258100384,651512.9878,6133317.734,9
80,11.38803083,55.32302111,36,2,4,3.610917913,1.098612289,1.609437912,3.583521716,0.693197179,1.386319361,651513.6983,6133335.085,7
81,11.38802861,55.32297667,66,1,22,4.204692619,0.693147181,3.135494216,4.189656257,1.00E-04,3.091046999,651513.7269,6133330.135,1
82,11.38803417,55.32303972,26,5,30,3.295836866,1.791759469,3.433987204,3.258100384,1.609457912,3.401200715,651513.8387,6133337.162,5
83,11.38801944,55.32276583,73,0,9,4.304065093,0,2.302585093,4.290460811,-9.210340372,2.197235688,651513.9498,6133306.66,5
84,11.38803944,55.32308528,26,1,0,3.295836866,0.693147181,0,3.258100384,1.00E-04,-9.210340372,651513.9997,6133342.242,6
85,11.388035,55.32299722,51,0,8,3.951243719,0,2.197224577,3.931827594,-9.210340372,2.079454042,651514.0537,6133332.436,1
86,11.38803194,55.32293167,42,2,1,3.761200116,1.098612289,0.693147181,3.737671999,0.693197179,1.00E-04,651514.11,6133325.136,4
87,11.38804528,55.32306528,32,3,2,3.496507561,1.386294361,1.098612289,3.465739028,1.098645621,0.693197179,651514.446,6133340.03,8
88,11.38803611,55.32288667,41,1,7,3.737669618,0.693147181,2.079441542,3.713574506,1.00E-04,1.945924435,651514.546,6133320.139,6
89,11.38803361,55.32284139,49,1,4,3.912023005,0.693147181,1.609437912,3.891822339,1.00E-04,1.386319361,651514.5602,6133315.096,8
90,11.38804056,55.32291056,31,1,9,3.465735903,0.693147181,2.302585093,3.43399043,1.00E-04,2.197235688,651514.7368,6133322.806,4
91,11.38804389,55.32295306,25,3,0,3.258096538,1.386294361,0,3.218879825,1.098645621,-9.210340372,651514.7861,6133327.542,7
92,11.38804111,55.32279972,47,1,0,3.871201011,0.693147181,0,3.850149729,1.00E-04,-9.210340372,651515.1949,6133310.477,2
93,11.38804528,55.32286556,83,0,25,4.430816799,0,3.258096538,4.418841813,-9.210340372,3.218879825,651515.208,6133317.81,4
94,11.38804361,55.32282,60,16,60,4.110873864,2.833213344,4.110873864,4.094346229,2.772594972,4.094346229,651515.2761,6133312.739,3
95,11.3881025,55.32306528,28,3,4,3.36729583,1.386294361,1.609437912,3.332208082,1.098645621,1.386319361,651518.0759,6133340.154,2
96,11.38809722,55.32297667,54,7,39,4.007333185,2.079441542,3.688879454,3.988985898,1.945924435,3.66356421,651518.0792,6133330.285,10
97,11.38810111,55.32302111,32,3,4,3.496507561,1.386294361,1.609437912,3.465739028,1.098645621,1.386319361,651518.1563,6133335.238,3
98,11.38810417,55.32304028,14,3,0,2.708050201,1.386294361,0,2.639064472,1.098645621,-9.210340372,651518.277,6133337.377,7
99,11.38810972,55.32308556,39,3,1,3.688879454,1.386294361,0.693147181,3.66356421,1.098645621,1.00E-04,651518.4566,6133342.426,7
100,11.38810528,55.3229975,46,1,7,3.850147602,0.693147181,2.079441542,3.82864357,1.00E-04,1.945924435,651518.5107,6133332.62,4
101,11.38810278,55.32293167,59,5,0,4.094344562,1.791759469,0,4.077539139,1.609457912,-9.210340372,651518.6033,6133325.29,2
102,11.38809667,55.32276556,80,0,2,4.394449155,0,1.098612289,4.382027885,-9.210340372,0.693197179,651518.8494,6133306.797,5
103,11.38810611,55.3228875,57,0,7,4.060443011,0,2.079441542,4.043053022,-9.210340372,1.945924435,651518.9832,6133320.384,10
104,11.38810389,55.32284194,40,6,0,3.713572067,1.945910149,0,3.688881954,1.791776136,-9.210340372,651519.0161,6133315.311,5
105,11.38812278,55.32310972,27,1,6,3.33220451,0.693147181,1.945910149,3.29584057,1.00E-04,1.791776136,651519.1926,6133345.143,5
106,11.38811111,55.32291028,34,4,8,3.555348061,1.609437912,2.197224577,3.526363466,1.386319361,2.079454042,651519.2135,6133322.929,5
107,11.38811472,55.32295333,54,3,0,4.007333185,1.386294361,0,3.988985898,1.098645621,-9.210340372,651519.2783,6133327.727,8
108,11.38811444,55.32286611,84,2,31,4.442651256,1.098612289,3.465735903,4.430817989,0.693197179,3.43399043,651519.5935,6133318.023,2
109,11.38811139,55.32279944,31,1,0,3.465735903,0.693147181,0,3.43399043,1.00E-04,-9.210340372,651519.654,6133310.599,8
110,11.38811389,55.32282028,55,11,45,4.025351691,2.48490665,3.828641396,4.007335003,2.397904364,3.806664712,651519.7331,6133312.922,7
111,11.38813722,55.32306528,42,0,4,3.761200116,0,1.609437912,3.737671999,-9.210340372,1.386319361,651520.2784,6133340.23,6
112,11.38813278,55.32297667,47,3,21,3.871201011,1.386294361,3.091042453,3.850149729,1.098645621,3.0445272,651520.3346,6133330.362,8
113,11.38813583,55.32302139,31,2,6,3.465735903,1.098612289,1.945910149,3.43399043,0.693197179,1.791776136,651520.3578,6133335.344,7
114,11.38813889,55.32304056,22,3,1,3.135494216,1.386294361,0.693147181,3.091046999,1.098645621,1.00E-04,651520.4785,6133337.483,3
115,11.38814472,55.32308556,78,1,2,4.369447852,0.693147181,1.098612289,4.356710109,1.00E-04,0.693197179,651520.6768,6133342.502,4
116,11.38814,55.3229975,47,1,12,3.871201011,0.693147181,2.564949357,3.850149729,1.00E-04,2.484914983,651520.7132,6133332.695,10
117,11.38813722,55.32293222,70,2,1,4.262679877,1.098612289,0.693147181,4.248496671,0.693197179,1.00E-04,651520.7861,6133325.427,1
118,11.38813028,55.32276583,87,0,2,4.477336814,0,1.098612289,4.465909268,-9.210340372,0.693197179,651520.9805,6133306.901,9
119,11.38814139,55.3228875,52,0,6,3.970291914,0,1.945910149,3.951245642,-9.210340372,1.791776136,651521.2211,6133320.461,6
120,11.38813917,55.32284194,52,0,5,3.970291914,0,1.791759469,3.951245642,-9.210340372,1.609457912,651521.2539,6133315.388,1
121,11.38814556,55.32291056,28,0,12,3.36729583,0,2.564949357,3.332208082,-9.210340372,2.484914983,651521.3974,6133323.035,8
122,11.38814833,55.32295306,34,6,0,3.555348061,1.945910149,0,3.526363466,1.791776136,-9.210340372,651521.4114,6133327.769,10
123,11.38815778,55.32310972,35,2,2,3.583518938,1.098612289,1.098612289,3.555350919,0.693197179,0.693197179,651521.4128,6133345.219,2
124,11.38814889,55.32286611,70,2,39,4.262679877,1.098612289,3.688879454,4.248496671,0.693197179,3.66356421,651521.7784,6133318.098,10
125,11.38814694,55.32279917,34,2,0,3.555348061,1.098612289,0,3.526363466,0.693197179,-9.210340372,651521.9105,6133310.646,9
126,11.38814833,55.32282056,54,6,70,4.007333185,1.945910149,4.262679877,3.988985898,1.791776136,4.248496671,651521.917,6133313.028,4
127,11.38816722,55.32297694,61,0,14,4.127134385,0,2.708050201,4.110875504,-9.210340372,2.639064472,651522.5185,6133330.468,8
128,11.38817278,55.32306528,41,1,1,3.737669618,0.693147181,0.693147181,3.713574506,1.00E-04,1.00E-04,651522.5339,6133340.307,4
129,11.38817083,55.32302167,21,0,5,3.091042453,0,1.791759469,3.0445272,-9.210340372,1.609457912,651522.5769,6133335.451,3
130,11.38817417,55.32304083,5,2,0,1.791759469,1.098612289,0,1.609457912,0.693197179,-9.210340372,651522.7152,6133337.591,6
131,11.38817972,55.32308611,89,5,1,4.49980967,1.791759469,0.693147181,4.488637493,1.609457912,1.00E-04,651522.8949,6133342.64,10
132,11.388175,55.32299778,53,1,12,3.988984047,0.693147181,2.564949357,3.9702938,1.00E-04,2.484914983,651522.9324,6133332.802,4
133,11.38817194,55.3229325,37,2,1,3.63758616,1.098612289,0.693147181,3.610920615,0.693197179,1.00E-04,651522.9876,6133325.534,5
134,11.38816417,55.32276611,93,0,2,4.543294782,0,1.098612289,4.532600568,-9.210340372,0.693197179,651523.1291,6133307.006,3
135,11.38817611,55.3228875,62,1,5,4.143134726,0.693147181,1.791759469,4.127135998,1.00E-04,1.609457912,651523.4236,6133320.536,4
136,11.38817389,55.32284167,36,3,2,3.610917913,1.386294361,1.098612289,3.583521716,1.098645621,0.693197179,651523.4576,6133315.433,2
137,11.38818167,55.32295306,42,2,0,3.761200116,1.098612289,0,3.737671999,0.693197179,-9.210340372,651523.5259,6133327.842,8
138,11.38818083,55.32291056,38,1,8,3.663561646,0.693147181,2.197224577,3.637588791,1.00E-04,2.079454042,651523.6352,6133323.112,2
139,11.38818333,55.32286611,63,1,35,4.158883083,0.693147181,3.583518938,4.143136314,1.00E-04,3.555350919,651523.9634,6133318.173,7
140,11.38818056,55.32279889,58,0,0,4.077537444,0,0,4.060444735,-9.210340372,-9.210340372,651524.0437,6133310.688,2
141,11.38818333,55.32282056,32,7,70,3.496507561,2.079441542,4.262679877,3.465739028,1.945924435,4.248496671,651524.1372,6133313.104,9
142,11.38823722,55.3229775,62,4,28,4.143134726,1.609437912,3.36729583,4.127135998,1.386319361,3.332208082,651526.9568,6133330.682,4
143,11.38824278,55.32306556,76,1,34,4.343805422,0.693147181,3.555348061,4.330734656,1.00E-04,3.526363466,651526.9732,6133340.49,1
144,11.38824111,55.32302222,25,1,51,3.258096538,0.693147181,3.951243719,3.218879825,1.00E-04,3.931827594,651527.0328,6133335.666,3
145,11.38824361,55.32304111,29,3,58,3.401197382,1.386294361,4.077537444,3.367299278,1.098645621,4.060444735,651527.1193,6133337.773,3
146,11.38824889,55.32308611,69,3,5,4.248495242,1.386294361,1.791759469,4.234107954,1.098645621,1.609457912,651527.2824,6133342.79,4
147,11.38824528,55.32299806,69,2,13,4.248495242,1.098612289,2.63905733,4.234107954,0.693197179,2.56495705,651527.3893,6133332.986,6
148,11.38824194,55.32293278,62,2,0,4.143134726,1.098612289,0,4.127135998,0.693197179,-9.210340372,651527.427,6133325.717,5
149,11.38824583,55.32288778,61,0,6,4.127134385,0,1.945910149,4.110875504,-9.210340372,1.791776136,651527.8454,6133320.719,8
150,11.38824333,55.32284222,42,4,0,3.761200116,1.609437912,0,3.737671999,1.386319361,-9.210340372,651527.8606,6133315.645,4
151,11.38825056,55.32295278,45,5,0,3.828641396,1.791759469,0,3.806664712,1.609457912,-9.210340372,651527.8969,6133327.961,10
152,11.3882625,55.32311028,41,3,4,3.737669618,1.386294361,1.609437912,3.713574506,1.098645621,1.386319361,651528.0536,6133345.509,6
153,11.38825083,55.32291083,33,3,11,3.526360525,1.386294361,2.48490665,3.496510592,1.098645621,2.397904364,651528.0746,6133323.295,5
154,11.38824472,55.32276639,81,2,5,4.406719247,1.098612289,1.791759469,4.394450389,0.693197179,1.609457912,651528.2381,6133307.212,8
155,11.3882525,55.32286611,66,1,31,4.204692619,0.693147181,3.465735903,4.189656257,1.00E-04,3.43399043,651528.3509,6133318.323,10
156,11.38825,55.32279806,35,1,0,3.583518938,0.693147181,0,3.555350919,1.00E-04,-9.210340372,651528.452,6133310.746,2
157,11.38825306,55.32282083,59,4,47,4.094344562,1.609437912,3.871201011,4.077539139,1.386319361,3.850149729,651528.559,6133313.287,5
158,11.38827139,55.32297778,64,1,9,4.17438727,0.693147181,2.302585093,4.158884646,1.00E-04,2.197235688,651529.1231,6133330.787,6
159,11.38827778,55.32306583,62,1,21,4.143134726,0.693147181,3.091042453,4.127135998,1.00E-04,3.0445272,651529.1923,6133340.597,3
160,11.38827583,55.32302222,25,4,45,3.258096538,1.609437912,3.828641396,3.218879825,1.386319361,3.806664712,651529.2354,6133335.741,2
161,11.38827861,55.32304111,21,3,33,3.091042453,1.386294361,3.526360525,3.0445272,1.098645621,3.496510592,651529.3395,6133337.849,2
162,11.38828417,55.32308611,60,0,4,4.110873864,0,1.609437912,4.094346229,-9.210340372,1.386319361,651529.5202,6133342.867,5
163,11.38827972,55.32299806,50,0,14,3.931825633,0,2.708050201,3.912025005,-9.210340372,2.639064472,651529.5743,6133333.061,3
164,11.38827694,55.32293306,60,2,1,4.110873864,1.098612289,0.693147181,4.094346229,0.693197179,1.00E-04,651529.6461,6133325.824,10
165,11.38827806,55.3228425,42,1,0,3.761200116,0.693147181,0,3.737671999,1.00E-04,-9.210340372,651530.0621,6133315.752,7
166,11.38828083,55.32288806,65,2,7,4.189654742,1.098612289,2.079441542,4.174388808,0.693197179,1.945924435,651530.0645,6133320.826,10
167,11.38828583,55.32295278,33,1,0,3.526360525,0.693147181,0,3.496510592,1.00E-04,-9.210340372,651530.1347,6133328.037,3
168,11.3882975,55.32311028,53,0,3,3.988984047,0,1.386294361,3.9702938,-9.210340372,1.098645621,651530.2738,6133345.585,6
169,11.38828556,55.32291111,26,1,7,3.295836866,0.693147181,2.079441542,3.258100384,1.00E-04,1.945924435,651530.2761,6133323.401,9
170,11.38827944,55.32276639,79,1,4,4.382026635,0.693147181,1.609437912,4.369449118,1.00E-04,1.386319361,651530.4407,6133307.287,2
171,11.3882875,55.32286611,56,2,35,4.043051268,1.098612289,3.583518938,4.025353476,0.693197179,3.555350919,651530.5711,6133318.399,3
172,11.38828444,55.32279806,35,0,1,3.583518938,0,0.693147181,3.555350919,-9.210340372,1.00E-04,651530.637,6133310.821,6
173,11.38828778,55.32282111,54,8,56,4.007333185,2.197224577,4.043051268,3.988985898,2.079454042,4.025353476,651530.7605,6133313.394,1
174,11.38830611,55.32297778,63,0,17,4.158883083,0,2.890371758,4.143136314,-9.210340372,2.833219226,651531.3256,6133330.863,2
175,11.38831306,55.32306611,75,0,24,4.33073334,0,3.218875825,4.317489447,-9.210340372,3.178057997,651531.4291,6133340.705,4
176,11.38831111,55.32302222,30,1,36,3.433987204,0.693147181,3.610917913,3.401200715,1.00E-04,3.583521716,651531.4732,6133335.818,4
177,11.38831306,55.32304139,45,2,30,3.828641396,1.098612289,3.433987204,3.806664712,0.693197179,3.401200715,651531.5234,6133337.955,9
178,11.38831861,55.32308639,25,0,1,3.258096538,0,0.693147181,3.218879825,-9.210340372,1.00E-04,651531.7041,6133342.973,9
179,11.388315,55.32299833,53,0,13,3.988984047,0,2.63905733,3.9702938,-9.210340372,2.56495705,651531.8111,6133333.169,5
180,11.38831167,55.32293306,85,3,1,4.454347296,1.386294361,0.693147181,4.442652433,1.098645621,1.00E-04,651531.8487,6133325.899,5
181,11.38831306,55.3228425,32,2,2,3.496507561,1.098612289,1.098612289,3.465739028,0.693197179,0.693197179,651532.2823,6133315.828,7
182,11.38831611,55.32288778,51,0,1,3.951243719,0,0.693147181,3.931827594,-9.210340372,1.00E-04,651532.3034,6133320.872,5
183,11.38832167,55.32295306,31,3,1,3.465735903,1.386294361,0.693147181,3.43399043,1.098645621,1.00E-04,651532.4067,6133328.146,2
184,11.3883325,55.32311028,46,2,8,3.850147602,1.098612289,2.197224577,3.82864357,0.693197179,2.079454042,651532.494,6133345.661,3
185,11.38832083,55.32291111,37,2,5,3.63758616,1.098612289,1.791759469,3.610920615,0.693197179,1.609457912,651532.5139,6133323.478,2
186,11.38831417,55.32276667,106,3,7,4.672828834,1.386294361,2.079441542,4.663440038,1.098645621,1.945924435,651532.6422,6133307.394,2
187,11.38832222,55.32286639,95,0,28,4.564348191,0,3.36729583,4.553877944,-9.210340372,3.332208082,651532.7727,6133318.506,5
188,11.38831944,55.32279806,19,1,1,2.995732274,0.693147181,0.693147181,2.944444242,1.00E-04,1.00E-04,651532.8572,6133310.897,7
189,11.38832278,55.32282111,55,7,77,4.025351691,2.079441542,4.356708827,4.007335003,1.945924435,4.343806721,651532.9807,6133313.47,4
190,11.38838278,55.32306667,32,1,1,3.496507561,0.693147181,0.693147181,3.465739028,1.00E-04,1.00E-04,651535.8497,6133340.918,10
191,11.38838056,55.3230225,34,9,40,3.555348061,2.302585093,3.713572067,3.526363466,2.197235688,3.688881954,651535.8773,6133336,4
192,11.38838306,55.32304194,28,6,29,3.36729583,1.945910149,3.401197382,3.332208082,1.791776136,3.367299278,651535.9617,6133338.169,1
193,11.38838806,55.32308694,93,0,2,4.543294782,0,1.098612289,4.532600568,-9.210340372,0.693197179,651536.1071,6133343.186,7
194,11.38838472,55.32299861,52,0,4,3.970291914,0,1.609437912,3.951245642,-9.210340372,1.386319361,651536.2328,6133333.351,5
195,11.38838167,55.32293333,118,2,5,4.779123493,1.098612289,1.791759469,4.770685472,0.693197179,1.609457912,651536.288,6133326.083,8
196,11.3883875,55.32295333,32,3,1,3.496507561,1.386294361,0.693147181,3.465739028,1.098645621,1.00E-04,651536.5818,6133328.32,7
197,11.38838306,55.32284278,96,3,37,4.574710979,1.386294361,3.63758616,4.564349233,1.098645621,3.610920615,651536.7217,6133316.011,5
198,11.38838611,55.32288806,61,3,12,4.127134385,1.386294361,2.564949357,4.110875504,1.098645621,2.484914983,651536.7427,6133321.055,1
