ROI_ID,nir_contrast,nir_entropy,nir_homogeneity,nir_mean,nir_std,red_contrast,red_edge_contrast,red_entropy,red_edge_entropy,red_homogeneity,red_edge_homogeneity,red_mean,red_edge_mean,red_std,red_edge_std,green_contrast,green_entropy,green_homogeneity,green_mean,green_std,NDVI_contrast,NDVI_entropy,NDVI_homogeneity,NDVI_mean,NDVI_std,NDRE_contrast,NDRE_entropy,NDRE_homogeneity,NDRE_mean,NDRE_std,CIgreen_contrast,CIgreen_entropy,CIgreen_homogeneity,CIgreen_mean,CIgreen_std,CIrededge_contrast,CIrededge_entropy,CIrededge_homogeneity,CIrededge_mean,CIrededge_std
ROI_1,3.0632832080200543,7.881279155570676,0.07524144815211742,0.044572927,0.005582338,3.2387218045112878,2.466791979949881,6.483766615322676,7.537328674372253,0.12304628047944832,0.0878446257004984,0.00515993,0.03692857,0.0025264274,0.005827168,2.8295739348371027,6.880943423541956,0.11429762699312113,0.009427962,0.0029105977,3.6986215538847143,6.807775573365914,0.11536126863921335,0.7944304,0.08828639,2.9304511278195524,7.2665875115507355,0.10151680901447498,0.095978186,0.044746973,2.7662907268170445,7.490660928579008,0.0986118025699634,4.052547,1.2325981,2.85338345864662,7.329886762743399,0.10250739263843751,0.21759865,0.1065842
ROI_10,2.365914786967424,7.652766486129375,0.0878485188546058,0.032445543,0.0030378264,2.6842105263157907,2.2725563909774467,7.802447624990046,7.502674755660893,0.08024783140008879,0.08968914907937435,0.011056113,0.036351062,0.0019580375,0.0035808876,2.6516290726817098,7.6703934250708485,0.08737784268443778,0.015169454,0.0017193608,3.149122807017557,7.883713610786939,0.08463609935243693,0.4917112,0.08181617,2.6522556390977483,7.414853668733588,0.08160875991627216,-0.056459285,0.01401135,2.5463659147869753,7.6223864211524255,0.09281588093573889,1.1625046,0.28968355,2.5714285714285756,7.4237124379399475,0.0845750569645093,-0.10654893,0.025267841
ROI_100,3.091478696741859,7.728400735495896,0.07909118854913874,0.024510998,0.0012390254,5.26378446115289,3.7412280701754517,8.054284679457258,7.818515652843731,0.06813483073807233,0.0747267472477685,0.012225433,0.029199563,0.00073592487,0.0018200249,4.777568922305773,7.884044576737235,0.06428307487859192,0.014713151,0.0008634972,5.520676691729335,7.4018844143751235,0.07703172199134463,0.33452916,0.019160677,6.040726817042621,7.904277014905292,0.06086614701981829,-0.08695442,0.008775344,5.911654135338362,7.869694906610091,0.06664666211770054,0.6674611,0.050207708,5.98746867167921,7.894377792430456,0.062296908567469146,-0.15987632,0.014880842
ROI_101,2.0050125313283256,7.681702168949263,0.09923865144433848,0.040733118,0.0062588393,2.018796992481209,2.0357142857142896,7.186349485077808,7.560228657638868,0.10418620102163398,0.09328992189876308,0.0029530406,0.030309951,0.0007234835,0.0051740804,2.222431077694239,7.515525934625533,0.0829393261893821,0.0068004713,0.0011073182,1.5087719298245632,6.959922941381494,0.11320801034290189,0.8620442,0.039247427,3.206140350877197,7.841627250416546,0.07397074730865512,0.14801109,0.025763126,2.2550125313283247,7.522813421247818,0.09593692710307868,5.070474,0.9384479,3.2637844611528837,7.857350702270436,0.07588885062055162,0.34959045,0.07088618
ROI_102,3.788847117794496,7.888042861922896,0.07259691589942616,0.026137533,0.0023236754,2.740601503759403,4.085839598997505,7.662679799556379,7.987020079326154,0.07962305923492988,0.06845590759030118,0.0092993565,0.027961316,0.0014211866,0.0029115146,3.7362155388471194,7.997480980048906,0.06719628298159054,0.012789823,0.001472653,2.312030075187979,7.5192489926017405,0.08393593219627575,0.4760861,0.05926185,5.226190476190491,7.920526320513151,0.060317830459752336,-0.03293341,0.013633377,1.7800751879699284,6.961933136838761,0.09705053456882766,1.0584325,0.19778323,5.223684210526332,7.928898203169525,0.05870705344075361,-0.06342577,0.0258401
ROI_103,2.1309523809523876,7.771132947839334,0.08341502961865387,0.039707623,0.00636971,2.6058897243107837,2.074561403508777,6.936642946420156,7.811494342978305,0.09966099714775853,0.08740836012850445,0.0033780965,0.030036315,0.0008973637,0.005867017,2.2324561403508816,7.436984552345974,0.09040673879712571,0.007159195,0.0014390484,2.6779448621553916,7.058426065758942,0.09651256435270789,0.8420332,0.0372721,3.3665413533834703,7.8786305410156015,0.07546433203596307,0.1418742,0.025534423,3.265037593984968,7.708329313677513,0.07929358974045023,4.630854,0.7260781,3.242481203007528,7.839619718657478,0.07718303209506047,0.332738,0.069869
ROI_104,3.203007518796996,7.843054917781286,0.0825796639103493,0.039490066,0.0046991967,2.799498746867173,2.828320802005018,7.355768459038427,7.846985807564197,0.09140848006156486,0.08264819519465373,0.0062861955,0.035372064,0.0022118415,0.0053337887,2.7130325814536413,7.368071908922714,0.09119301163043143,0.010322132,0.002479903,3.219924812030078,7.612878575103876,0.08613094242385613,0.7277611,0.07862125,3.300751879699252,7.6668045066512684,0.08130083215722361,0.057157982,0.03273742,3.8690476190476226,7.894739831044437,0.07693019303225178,2.986935,0.8070381,3.5407268170426125,7.767947624387803,0.075296190868871,0.12377277,0.07283486
ROI_105,1.9385964912280744,7.326881309825498,0.0911849637546234,0.02443379,0.0011754814,2.231203007518799,1.8270676691729342,7.265181167110246,7.1527450708808065,0.08984038639453838,0.09612859339129849,0.011952565,0.028809048,0.0008491752,0.0018198597,2.1190476190476235,7.264744900524435,0.09047426747733596,0.014526302,0.0009756169,3.3226817042606562,6.906877813406464,0.09541606743926165,0.34346694,0.01914848,3.060776942355894,7.456886305311036,0.08370321705455452,-0.08175015,0.0097074,4.523809523809535,7.759131865019004,0.07156956134954376,0.6848188,0.056107175,3.0244360902255694,7.373558200146824,0.08410507188259583,-0.15099503,0.016629353
ROI_106,2.967418546365924,7.619773438490098,0.07767560852575854,0.03075067,0.0034257264,3.539473684210531,3.4179197994987525,7.992655793809714,7.777491685352381,0.07124946652606161,0.0744214390623688,0.007978673,0.03198506,0.0015929638,0.0038485394,4.544486215538856,7.915666849064611,0.06705426008124091,0.012559703,0.0012714706,3.1923558897243165,7.898591889197126,0.08168391743515521,0.58554095,0.08633328,4.702380952380967,7.715568544968732,0.06631012030646756,-0.019065646,0.014263035,2.085839598997496,7.254647242843344,0.09306281461619455,1.4674578,0.3339442,4.446115288220566,7.678178404980394,0.07081346694901716,-0.037029393,0.027764674
ROI_107,2.3577694235589064,7.384577914744046,0.08778547487073035,0.031050758,0.0038156265,3.091478696741859,2.8439849624060227,7.859104524473527,7.627022782720692,0.0775814809607362,0.08327666314425572,0.009267693,0.034106195,0.0019332279,0.0037105607,3.5281954887218148,7.855028217380249,0.07085752512862799,0.0139041105,0.0013509789,2.6798245614035126,7.84194043567161,0.07633012184509226,0.5373822,0.10024714,2.4931077694235615,7.54436106049536,0.08023254740501619,-0.047547497,0.015985496,1.8565162907268244,7.2649968421841615,0.09417939569699425,1.2569468,0.37513497,2.4749373433584045,7.4905287691490665,0.08002707931967823,-0.09032976,0.0294267
ROI_108,3.468671679198002,7.777837671535127,0.0755984988718581,0.026944255,0.0029056869,3.0601503759398594,4.501879699248125,7.883284842445948,8.027743099345399,0.0773000427226989,0.06651910219550035,0.007828336,0.028006477,0.0018110134,0.0030929341,3.587092731829581,7.887529187088534,0.07181582747834268,0.011620112,0.0016948546,3.235588972431087,8.045715919967009,0.0753484675002536,0.5500292,0.09352049,4.830827067669189,8.04430016193746,0.06613516599995345,-0.01908204,0.02267784,2.9298245614035148,7.710223528399695,0.08220296587958544,1.3629459,0.39914927,4.890977443609044,7.955380259108749,0.06567041920932278,-0.03646879,0.0440822
ROI_109,2.83771929824562,7.686762122502284,0.07542791000817717,0.029542036,0.0026592975,3.474310776942362,2.744987468671683,7.969131355398847,7.64453177600912,0.0772506254539337,0.07495894096716296,0.009995178,0.03301243,0.001759846,0.00309257,3.463659147869676,7.811994921764306,0.06975100549045471,0.013662379,0.0013330654,3.5494987468671773,7.927946312682932,0.07673693447208814,0.4941985,0.08284412,3.6077694235589055,7.664096079096508,0.07085208146093148,-0.055234414,0.013274107,2.645363408521305,7.4917318591110265,0.08946729587578503,1.1800406,0.2672722,3.4586466165413583,7.595423507663217,0.07426980902737426,-0.10438459,0.024007324
ROI_11,1.73496240601504,6.6965497981506585,0.10121918561597845,0.035778187,0.0042507215,2.264411027568923,2.9342105263157916,7.682559444934289,7.32873929593892,0.08313990346005393,0.07702585746270794,0.009998873,0.039008077,0.0021263717,0.0040939916,2.4818295739348404,7.465877814338578,0.07901755733869929,0.014998531,0.0016919696,2.015037593984966,7.528130456041916,0.0862995234202668,0.56023484,0.09708238,2.3270676691729344,7.139532443626542,0.08497421228974474,-0.04372329,0.017078375,0.9711779448621563,5.9065420155544315,0.1293476200584684,1.4289416,0.51657474,2.2500000000000044,7.037066742615006,0.09128726055803552,-0.08325636,0.03221991
ROI_110,2.314536340852132,7.409221082281395,0.08168450715317171,0.026340993,0.002225586,2.6704260651629115,2.7224310776942406,7.748713706083496,7.562243259091318,0.07593310102963548,0.0758797405892782,0.010387529,0.029736364,0.00166379,0.0028230867,3.255639097744365,7.865242248881635,0.07593599238829714,0.0133066345,0.001509342,2.365914786967424,7.271444135741182,0.09282043672705083,0.4356128,0.07017709,3.6146616541353445,7.738964933084136,0.06819897430031376,-0.0600104,0.014681633,1.9260651629072767,6.985419370838897,0.10250650501257423,0.9979022,0.2279864,3.4166666666666736,7.695673003448963,0.06741406440540147,-0.11285986,0.026445098
ROI_111,2.091478696741857,7.71715543230031,0.08459618975298787,0.03948316,0.005746361,2.5614035087719387,3.0231829573934905,7.465455923014751,7.968756616774454,0.09637919624950957,0.08117127668250321,0.004042804,0.031295683,0.0015596302,0.005424682,2.38721804511279,7.58769413892841,0.0918003512119365,0.008132616,0.0020627687,1.807644110275692,7.42067426620009,0.10918197754524504,0.81322914,0.06893193,3.0131578947368434,7.953931583524509,0.07356857640164739,0.11772242,0.04063477,1.812030075187972,7.6751159951522805,0.09436157369691109,4.1064496,1.2234436,3.0444862155388526,7.961555252641461,0.075633464042453,0.2716526,0.10417923
ROI_112,3.97431077694237,8.03956230820947,0.07447243267394939,0.030588975,0.003296558,2.721804511278204,3.6416040100250724,7.868378574786002,7.875290075956806,0.08241606243128817,0.07093502643919075,0.0076655834,0.032068588,0.0015800187,0.0035733224,3.318922305764415,7.770621890858128,0.07708581090638165,0.01264003,0.001363201,2.7374686716792103,7.921754288947843,0.08145482332166093,0.59743136,0.084705696,4.402882205513797,7.818116137461865,0.06296706508927784,-0.023375237,0.015603181,2.149122807017551,7.535761194859465,0.09744628790945853,1.4440193,0.34473756,4.4699248120300865,7.823895997204747,0.06401061895775943,-0.045225568,0.029984152
