ROI_ID,Longitude,Latitude,Dicot_Count,Monocot_Count,Chenopodium_Count,log1p_Dicot_Count,log1p_Monocot_Count,log1p_Chenopodium_Count,logeps_Dicot_Count,logeps_Monocot_Count,logeps_Chenopodium_Count,x_25832,y_25832,fold
40,11.38785111,55.32294389,27,6,0,3.33220451,1.945910149,0,3.29584057,1.791776136,-9.210340372,651502.5923,6133326.103,2
41,11.38784194,55.32279083,32,5,0,3.496507561,1.791759469,0,3.465739028,1.609457912,-9.210340372,651502.5948,6133309.055,8
42,11.38785861,55.32305694,78,2,5,4.369447852,1.098612289,1.791759469,4.356710109,0.693197179,1.609457912,651502.6368,6133338.697,5
43,11.38784917,55.32289833,80,14,20,4.394449155,2.708050201,3.044522438,4.382027885,2.639064472,2.995737274,651502.6428,6133321.03,1
44,11.38785111,55.32287583,120,3,10,4.795790546,1.386294361,2.397895273,4.787492576,1.098645621,2.302595093,651502.852,6133318.531,3
45,11.38784917,55.32282944,57,5,1,4.060443011,1.791759469,0.693147181,4.043053022,1.609457912,1.00E-04,651502.9056,6133313.366,4
46,11.38785194,55.32285306,230,3,16,5.442417711,1.386294361,2.833213344,5.438079744,1.098645621,2.772594972,651502.9917,6133315.999,7
47,11.38786722,55.32310139,99,0,3,4.605170186,0,1.386294361,4.59512086,-9.210340372,1.098645621,651503.0134,6133343.66,1
48,11.38786278,55.32301056,51,6,37,3.951243719,1.945910149,3.63758616,3.931827594,1.791776136,3.610920615,651503.0781,6133333.545,1
49,11.38784889,55.32276194,89,2,5,4.49980967,1.098612289,1.791759469,4.488637493,0.693197179,1.609457912,651503.1455,6133305.856,1
50,11.38786167,55.32298889,59,1,1,4.094344562,0.693147181,0.693147181,4.077539139,1.00E-04,1.00E-04,651503.0902,6133331.132,10
51,11.38786111,55.32296694,31,4,0,3.465735903,1.609437912,0,3.43399043,1.386319361,-9.210340372,651503.1387,6133328.689,6
52,11.38786583,55.323035,22,1,1,3.135494216,0.693147181,0.693147181,3.091046999,1.00E-04,1.00E-04,651503.1786,6133336.271,3
53,11.38785278,55.32280778,27,10,1,3.33220451,2.397895273,0.693147181,3.29584057,2.302595093,1.00E-04,651503.2173,6133310.964,8
54,11.38786972,55.32308028,24,1,1,3.218875825,0.693147181,0.693147181,3.178057997,1.00E-04,1.00E-04,651503.2526,6133341.317,6
55,11.38786333,55.32292139,41,4,0,3.737669618,1.609437912,0,3.713574506,1.386319361,-9.210340372,651503.4535,6133323.626,6
56,11.38785778,55.32279083,24,6,0,3.218875825,1.945910149,0,3.178057997,1.791776136,-9.210340372,651503.5992,6133309.09,6
57,11.38786833,55.32294389,20,6,0,3.044522438,1.945910149,0,2.995737274,1.791776136,-9.210340372,651503.6848,6133326.14,8
58,11.38787528,55.32305722,73,1,0,4.304065093,0.693147181,0,4.290460811,1.00E-04,-9.210340372,651503.6929,6133338.764,9
59,11.38786611,55.32289861,74,7,18,4.317488114,2.079441542,2.944438979,4.304066445,1.945924435,2.890377313,651503.7166,6133321.098,9
60,11.3878675,55.32287583,104,7,5,4.65396035,2.079441542,1.791759469,4.644391861,1.945924435,1.609457912,651503.8916,6133318.567,9
61,11.38786556,55.32282972,49,7,1,3.912023005,2.079441542,0.693147181,3.891822339,1.945924435,1.00E-04,651503.9442,6133313.433,2
62,11.38786917,55.32285333,181,4,6,5.204006687,1.609437912,1.945910149,5.198497584,1.386319361,1.791776136,651504.0832,6133316.068,4
63,11.38787889,55.32301083,44,7,21,3.80666249,2.079441542,3.091042453,3.784191907,1.945924435,3.0445272,651504.099,6133333.611,6
64,11.38788444,55.32310139,77,1,0,4.356708827,0.693147181,0,4.343806721,1.00E-04,-9.210340372,651504.1059,6133343.697,3
65,11.38786583,55.32276222,101,0,6,4.624972813,0,1.945910149,4.615121507,-9.210340372,1.791776136,651504.2193,6133305.924,9
66,11.38787889,55.32298889,36,2,4,3.610917913,1.098612289,1.609437912,3.583521716,0.693197179,1.386319361,651504.1827,6133331.169,9
67,11.38787778,55.32296694,25,2,0,3.258096538,1.098612289,0,3.218879825,0.693197179,-9.210340372,651504.196,6133328.726,8
68,11.38788333,55.32303528,19,2,0,2.995732274,1.098612289,0,2.944444242,0.693197179,-9.210340372,651504.2877,6133336.34,8
69,11.38787,55.32280806,14,13,4,2.708050201,2.63905733,1.609437912,2.639064472,2.56495705,1.386319361,651504.3088,6133311.032,9
70,11.38788722,55.32308028,26,1,0,3.295836866,0.693147181,0,3.258100384,1.00E-04,-9.210340372,651504.3627,6133341.355,7
71,11.38788056,55.32292167,30,5,0,3.433987204,1.791759469,0,3.401200715,1.609457912,-9.210340372,651504.5449,6133323.694,1
72,11.38787417,55.32279056,36,2,0,3.610917913,1.098612289,0,3.583521716,0.693197179,-9.210340372,651504.6398,6133309.094,4
73,11.38788556,55.32294389,21,8,0,3.091042453,2.197224577,0,3.0445272,2.079454042,-9.210340372,651504.7773,6133326.178,6
74,11.38788306,55.32289861,65,3,28,4.189654742,1.386294361,3.36729583,4.174388808,1.098645621,3.332208082,651504.7915,6133321.135,1
75,11.38789306,55.3230575,83,1,1,4.430816799,0.693147181,0.693147181,4.418841813,1.00E-04,1.00E-04,651504.8196,6133338.833,10
76,11.38788417,55.32287611,74,6,2,4.317488114,1.945910149,1.098612289,4.304066445,1.791776136,0.693197179,651504.9478,6133318.634,8
77,11.3878825,55.32282972,44,5,1,3.80666249,1.791759469,0.693147181,3.784191907,1.609457912,1.00E-04,651505.019,6133313.47,4
78,11.38789556,55.32301083,47,4,17,3.871201011,1.609437912,2.890371758,3.850149729,1.386319361,2.833219226,651505.1562,6133333.647,3
79,11.38788639,55.32285333,176,1,8,5.176149733,0.693147181,2.197224577,5.170484563,1.00E-04,2.079454042,651505.1756,6133316.105,7
80,11.3878825,55.32276278,94,1,10,4.553876892,0.693147181,2.397895273,4.543295846,1.00E-04,2.302595093,651505.2744,6133306.022,10
81,11.38790222,55.32310139,41,3,6,3.737669618,1.386294361,1.945910149,3.713574506,1.098645621,1.791776136,651505.2336,6133343.736,7
82,11.38789639,55.32298889,56,5,8,4.043051268,1.791759469,2.197224577,4.025353476,1.609457912,2.079454042,651505.2928,6133331.207,5
83,11.38789528,55.32296694,29,3,0,3.401197382,1.386294361,0,3.367299278,1.098645621,-9.210340372,651505.3061,6133328.764,5
84,11.38790056,55.32303528,17,1,1,2.890371758,0.693147181,0.693147181,2.833219226,1.00E-04,1.00E-04,651505.3801,6133336.377,1
85,11.38788722,55.32280833,22,7,6,3.135494216,2.079441542,1.945910149,3.091046999,1.945924435,1.791776136,651505.4002,6133311.101,4
86,11.387905,55.32308028,32,3,0,3.496507561,1.386294361,0,3.465739028,1.098645621,-9.210340372,651505.4904,6133341.393,8
87,11.38789028,55.32279056,62,0,0,4.143134726,0,0,4.127135998,-9.210340372,-9.210340372,651505.6618,6133309.129,2
88,11.38789861,55.32292194,30,5,0,3.433987204,1.791759469,0,3.401200715,1.609457912,-9.210340372,651505.6892,6133323.765,6
89,11.38790306,55.32294389,13,8,0,2.63905733,2.197224577,0,2.56495705,2.079454042,-9.210340372,651505.8874,6133326.216,10
90,11.38790111,55.32289833,68,5,24,4.234106505,1.791759469,3.218875825,4.219509176,1.609457912,3.178057997,651505.9379,6133321.143,7
91,11.3879025,55.32287611,60,1,2,4.110873864,0.693147181,1.098612289,4.094346229,1.00E-04,0.693197179,651506.1107,6133318.674,2
92,11.3879,55.32283,72,1,1,4.290459441,0.693147181,0.693147181,4.276667508,1.00E-04,1.00E-04,651506.1281,6133313.539,10
93,11.38790417,55.32285361,112,3,13,4.727387819,1.386294361,2.63905733,4.718499764,1.098645621,2.56495705,651506.3023,6133316.175,3
94,11.3879,55.32276306,90,2,5,4.510859507,1.098612289,1.791759469,4.499810781,0.693197179,1.609457912,651506.3835,6133306.091,3
95,11.38790472,55.32280833,16,2,4,2.833213344,1.098612289,1.609437912,2.772594972,0.693197179,1.386319361,651506.5103,6133311.139,4
96,11.38790778,55.32279056,47,4,0,3.871201011,1.609437912,0,3.850149729,1.386319361,-9.210340372,651506.7719,6133309.167,1
97,11.38795,55.32301111,24,4,2,3.218875825,1.609437912,1.098612289,3.178057997,1.386319361,0.693197179,651508.6088,6133333.796,10
98,11.38795306,55.32303528,41,3,23,3.737669618,1.386294361,3.17805383,3.713574506,1.098645621,3.135498564,651508.7104,6133336.492,1
99,11.38794917,55.32296694,89,7,6,4.49980967,2.079441542,1.945910149,4.488637493,1.945924435,1.791776136,651508.7245,6133328.881,5
100,11.38795778,55.32308,19,2,0,2.995732274,1.098612289,0,2.944444242,0.693197179,-9.210340372,651508.8394,6133341.477,2
101,11.38795167,55.32292194,37,8,1,3.63758616,2.197224577,0.693147181,3.610920615,2.079454042,1.00E-04,651509.0547,6133323.88,5
102,11.38795556,55.32294417,32,6,0,3.496507561,1.945910149,0,3.465739028,1.791776136,-9.210340372,651509.2166,6133326.361,6
103,11.38795333,55.32289889,29,0,2,3.401197382,0,1.098612289,3.367299278,-9.210340372,0.693197179,651509.2484,6133321.319,10
104,11.3879525,55.32282972,39,5,1,3.688879454,1.791759469,0.693147181,3.66356421,1.609457912,1.00E-04,651509.4594,6133313.622,7
105,11.38795611,55.32287639,52,2,2,3.970291914,1.098612289,1.098612289,3.951245642,0.693197179,0.693197179,651509.5105,6133318.822,8
106,11.38795167,55.32276417,121,2,25,4.804021045,1.098612289,3.258096538,4.795791372,0.693197179,3.218879825,651509.6567,6133306.327,9
107,11.38795639,55.32285389,111,2,6,4.718498871,1.098612289,1.945910149,4.709531102,0.693197179,1.791776136,651509.6139,6133316.319,5
108,11.3879675,55.32301111,36,2,3,3.610917913,1.098612289,1.386294361,3.583521716,0.693197179,1.098645621,651509.7189,6133333.834,7
109,11.38796639,55.32298917,59,0,2,4.094344562,0,1.098612289,4.077539139,-9.210340372,0.693197179,651509.7322,6133331.391,5
110,11.38797056,55.32303528,26,1,25,3.295836866,0.693147181,3.258096538,3.258100384,1.00E-04,3.218879825,651509.8205,6133336.53,10
111,11.38796667,55.3229675,57,3,6,4.060443011,1.386294361,1.945910149,4.043053022,1.098645621,1.791776136,651509.8324,6133328.981,3
112,11.3879575,55.32280833,38,24,8,3.663561646,3.218875825,2.197224577,3.637588791,3.178057997,2.079454042,651509.8582,6133311.253,6
113,11.38797528,55.32308028,26,2,0,3.295836866,1.098612289,0,3.258100384,0.693197179,-9.210340372,651509.9484,6133341.546,6
114,11.38795889,55.32279028,35,4,0,3.583518938,1.609437912,0,3.555350919,1.386319361,-9.210340372,651510.0152,6133309.248,10
115,11.38796917,55.32292194,38,2,0,3.663561646,1.098612289,0,3.637588791,0.693197179,-9.210340372,651510.1648,6133323.918,10
116,11.38797278,55.32294444,23,8,0,3.17805383,2.197224577,0,3.135498564,2.079454042,-9.210340372,651510.3081,6133326.429,4
117,11.38797083,55.32289889,15,2,8,2.772588722,1.098612289,2.197224577,2.708056868,0.693197179,2.079454042,651510.3585,6133321.357,1
118,11.38796972,55.32282972,29,6,0,3.401197382,1.945910149,0,3.367299278,1.791776136,-9.210340372,651510.5519,6133313.66,9
119,11.38798611,55.32310167,43,0,2,3.784189634,0,1.098612289,3.761202441,-9.210340372,0.693197179,651510.554,6133343.949,10
120,11.38797361,55.32287611,52,0,2,3.970291914,0,1.098612289,3.951245642,-9.210340372,0.693197179,651510.6216,6133318.829,8
121,11.38796889,55.32276417,122,0,14,4.812184355,0,2.708050201,4.804021864,-9.210340372,2.639064472,651510.7492,6133306.365,4
122,11.38797417,55.32285389,107,4,3,4.682131227,1.609437912,1.386294361,4.672829769,1.386319361,1.098645621,651510.7417,6133316.358,2
123,11.38798444,55.32301139,25,0,6,3.258096538,0,1.945910149,3.218879825,-9.210340372,1.791776136,651510.7927,6133333.902,4
124,11.38798417,55.32298917,65,1,2,4.189654742,0.693147181,1.098612289,4.174388808,1.00E-04,0.693197179,651510.8599,6133331.429,7
125,11.38797444,55.32280861,66,37,12,4.204692619,3.63758616,2.564949357,4.189656257,3.610920615,2.484914983,651510.932,6133311.321,4
126,11.38798417,55.32296778,72,3,3,4.290459441,1.386294361,1.386294361,4.276667508,1.098645621,1.098645621,651510.9415,6133329.05,4
127,11.38798833,55.32303528,39,5,16,3.688879454,1.791759469,2.833213344,3.66356421,1.609457912,2.772594972,651510.9483,6133336.568,3
128,11.38799278,55.32308056,20,3,0,3.044522438,1.386294361,0,2.995737274,1.098645621,-9.210340372,651511.0574,6133341.615,2
129,11.38797556,55.32279028,23,3,0,3.17805383,1.386294361,0,3.135498564,1.098645621,-9.210340372,651511.0725,6133309.284,2
130,11.38798639,55.32292222,31,5,0,3.465735903,1.791759469,0,3.43399043,1.609457912,-9.210340372,651511.2563,6133323.987,10
131,11.38799056,55.32294444,34,11,0,3.555348061,2.48490665,0,3.526363466,2.397904364,-9.210340372,651511.4358,6133326.468,8
132,11.38798806,55.32289889,27,0,2,3.33220451,0,1.098612289,3.29584057,-9.210340372,0.693197179,651511.451,6133321.394,10
133,11.38800361,55.32310194,50,6,3,3.931825633,1.945910149,1.386294361,3.912025005,1.791776136,1.098645621,651511.663,6133344.018,9
134,11.3879875,55.32282972,52,5,0,3.970291914,1.791759469,0,3.951245642,1.609457912,-9.210340372,651511.6797,6133313.698,8
135,11.38799111,55.32287611,80,1,15,4.394449155,0.693147181,2.772588722,4.382027885,1.00E-04,2.708056868,651511.7317,6133318.867,10
136,11.38798639,55.32276444,107,1,8,4.682131227,0.693147181,2.197224577,4.672829769,1.00E-04,2.079454042,651511.8582,6133306.434,1
137,11.38799167,55.32285444,115,1,6,4.753590191,0.693147181,1.945910149,4.744932998,1.00E-04,1.791776136,651511.8496,6133316.458,5
138,11.38800194,55.32301139,37,4,2,3.63758616,1.609437912,1.098612289,3.610920615,1.386319361,0.693197179,651511.9028,6133333.94,10
139,11.38800139,55.32298917,70,2,4,4.262679877,1.098612289,1.609437912,4.248496671,0.693197179,1.386319361,651511.9524,6133331.467,2
140,11.38800528,55.32303556,37,5,35,3.63758616,1.791759469,3.583518938,3.610920615,1.609457912,3.555350919,651512.022,6133336.636,3
141,11.38799194,55.32280833,54,22,8,4.007333185,3.135494216,2.197224577,3.988985898,3.091046999,2.079454042,651512.0432,6133311.328,10
142,11.38800222,55.32296778,106,3,1,4.672828834,1.386294361,0.693147181,4.663440038,1.098645621,1.00E-04,651512.0868,6133329.089,5
143,11.38799278,55.32279028,22,6,0,3.135494216,1.945910149,0,3.091046999,1.791776136,-9.210340372,651512.1649,6133309.321,5
144,11.38801056,55.32308056,18,2,0,2.944438979,1.098612289,0,2.890377313,0.693197179,-9.210340372,651512.1851,6133341.654,6
145,11.38800417,55.3229225,28,5,0,3.36729583,1.791759469,0,3.332208082,1.609457912,-9.210340372,651512.3829,6133324.056,2
146,11.38800806,55.32294472,18,10,0,2.944438979,2.397895273,0,2.890377313,2.302595093,-9.210340372,651512.5448,6133326.537,8
147,11.38800611,55.32289889,28,1,4,3.36729583,0.693147181,1.609437912,3.332208082,1.00E-04,1.386319361,651512.5963,6133321.434,2
148,11.38802083,55.32310194,46,1,3,3.850147602,0.693147181,1.386294361,3.82864357,1.00E-04,1.098645621,651512.7555,6133344.056,4
149,11.38800528,55.32283,32,4,0,3.496507561,1.609437912,0,3.465739028,1.386319361,-9.210340372,651512.8063,6133313.768,5
150,11.38800861,55.32287611,86,0,14,4.465908119,0,2.708050201,4.454348459,-9.210340372,2.639064472,651512.8418,6133318.905,9
151,11.38800389,55.32276472,86,1,7,4.465908119,0.693147181,2.079441542,4.454348459,1.00E-04,1.945924435,651512.9673,6133306.503,5
152,11.38800889,55.32285444,146,3,5,4.990432587,1.386294361,1.791759469,4.983607307,1.098645621,1.609457912,651512.9421,6133316.495,3
153,11.38801972,55.32301139,35,4,0,3.583518938,1.609437912,0,3.555350919,1.386319361,-9.210340372,651513.0305,6133333.979,4
154,11.38801889,55.32298917,37,0,1,3.63758616,0,0.693147181,3.610920615,-9.210340372,1.00E-04,651513.0625,6133331.505,10
155,11.38802278,55.32303528,48,4,37,3.891820298,1.609437912,3.63758616,3.871203094,1.386319361,3.610920615,651513.1332,6133336.643,5
156,11.38800972,55.32280833,75,24,13,4.33073334,3.218875825,2.63905733,4.317489447,3.178057997,2.56495705,651513.1709,6133311.367,5
157,11.38801972,55.32296778,94,6,6,4.553876892,1.945910149,1.945910149,4.543295846,1.791776136,1.791776136,651513.1969,6133329.127,5
158,11.3880275,55.32308028,33,1,0,3.526360525,0.693147181,0,3.496510592,1.00E-04,-9.210340372,651513.2611,6133341.66,7
159,11.38801028,55.32279028,24,1,0,3.218875825,0.693147181,0,3.178057997,1.00E-04,-9.210340372,651513.275,6133309.36,6
160,11.38802139,55.3229225,23,4,0,3.17805383,1.609437912,0,3.135498564,1.386319361,-9.210340372,651513.4754,6133324.094,6
161,11.38802528,55.322945,28,10,0,3.36729583,2.397895273,0,3.332208082,2.302595093,-9.210340372,651513.6362,6133326.605,8
162,11.38802306,55.32289889,41,0,11,3.737669618,0,2.48490665,3.713574506,-9.210340372,2.397904364,651513.6712,6133321.47,9
163,11.38803417,55.32305778,55,0,0,4.025351691,0,0,4.007335003,-9.210340372,-9.210340372,651513.7698,6133339.171,7
164,11.38803833,55.32310194,40,0,2,3.713572067,0,1.098612289,3.688881954,-9.210340372,0.693197179,651513.8656,6133344.094,7
165,11.38802278,55.32283028,44,13,0,3.80666249,2.63905733,0,3.784191907,2.56495705,-9.210340372,651513.9154,6133313.837,7
166,11.38802611,55.32287611,67,0,4,4.219507705,0,1.609437912,4.204694112,-9.210340372,1.386319361,651513.9519,6133318.943,9
167,11.38802139,55.32276472,105,0,10,4.663439094,0,2.397895273,4.653961303,-9.210340372,2.302595093,651514.0774,6133306.541,10
168,11.38802667,55.32285417,122,1,3,4.812184355,0.693147181,1.386294361,4.804021864,1.00E-04,1.098645621,651514.0709,6133316.503,7
169,11.38803722,55.32301139,33,7,6,3.526360525,2.079441542,1.945910149,3.496510592,1.945924435,1.791776136,651514.1406,6133334.017,9
170,11.38803639,55.32298944,65,2,3,4.189654742,1.098612289,1.386294361,4.174388808,0.693197179,1.098645621,651514.1715,6133331.574,8
171,11.38804056,55.32303528,41,2,36,3.737669618,1.098612289,3.610917913,3.713574506,0.693197179,3.583521716,651514.2609,6133336.682,6
172,11.38802694,55.32280861,69,26,20,4.248495242,3.295836866,3.044522438,4.234107954,3.258100384,2.995737274,651514.2623,6133311.435,9
173,11.38803722,55.32296778,121,3,3,4.804021045,1.386294361,1.386294361,4.795791372,1.098645621,1.098645621,651514.307,6133329.165,9
174,11.38802694,55.32279028,29,3,0,3.401197382,1.386294361,0,3.367299278,1.098645621,-9.210340372,651514.3323,6133309.396,7
175,11.38804528,55.32308028,36,4,0,3.610917913,1.609437912,0,3.583521716,1.386319361,-9.210340372,651514.3888,6133341.698,5
176,11.38803972,55.3229225,44,6,0,3.80666249,1.945910149,0,3.784191907,1.791776136,-9.210340372,651514.6384,6133324.133,4
177,11.38804278,55.322945,12,7,0,2.564949357,2.079441542,0,2.484914983,1.945924435,-9.210340372,651514.7463,6133326.643,7
178,11.38804111,55.32289889,36,0,7,3.610917913,0,2.079441542,3.583521716,-9.210340372,1.945924435,651514.8165,6133321.51,9
179,11.38804028,55.32283028,44,3,1,3.80666249,1.386294361,0.693147181,3.784191907,1.098645621,1.00E-04,651515.0255,6133313.875,7
180,11.38804333,55.32287611,41,1,11,3.737669618,0.693147181,2.48490665,3.713574506,1.00E-04,2.397904364,651515.0444,6133318.98,4
181,11.38803889,55.322765,81,2,5,4.406719247,1.098612289,1.791759469,4.394450389,0.693197179,1.609457912,651515.1864,6133306.61,5
182,11.38804389,55.32285389,113,4,4,4.736198448,1.609437912,1.609437912,4.727388704,1.386319361,1.386319361,651515.1644,6133316.509,4
183,11.38804417,55.32280861,73,14,14,4.304065093,2.708050201,2.708050201,4.290460811,2.639064472,2.639064472,651515.3548,6133311.473,5
184,11.38804389,55.32279028,46,0,1,3.850147602,0,0.693147181,3.82864357,-9.210340372,1.00E-04,651515.4072,6133309.433,2
185,11.38809778,55.32308083,39,5,0,3.688879454,1.791759469,0,3.66356421,1.609457912,-9.210340372,651517.717,6133341.874,10
186,11.38809528,55.32294528,15,13,0,2.772588722,2.63905733,0,2.708056868,2.56495705,-9.210340372,651518.0756,6133326.788,2
187,11.38809389,55.32289917,31,4,14,3.465735903,1.609437912,2.708050201,3.43399043,1.386319361,2.639064472,651518.1634,6133321.655,4
188,11.38810833,55.32310222,47,3,3,3.871201011,1.386294361,1.386294361,3.850149729,1.098645621,1.098645621,651518.3049,6133344.277,9
189,11.38809583,55.32287639,92,2,12,4.532599493,1.098612289,2.564949357,4.521789664,0.693197179,2.484914983,651518.3737,6133319.126,5
190,11.38809667,55.32285444,124,6,5,4.828313737,1.945910149,1.791759469,4.820282372,1.791776136,1.609457912,651518.5103,6133316.686,8
191,11.38810694,55.32301194,24,2,7,3.218875825,1.098612289,2.079441542,3.178057997,0.693197179,1.945924435,651518.5613,6133334.23,1
192,11.38810667,55.32299,59,1,2,4.094344562,0.693147181,1.098612289,4.077539139,1.00E-04,0.693197179,651518.6274,6133331.789,10
193,11.388095,55.32279083,31,0,0,3.465735903,0,0,3.43399043,-9.210340372,-9.210340372,651518.6472,6133309.606,8
194,11.3881075,55.32296778,99,5,3,4.605170186,1.791759469,1.386294361,4.59512086,1.609457912,1.098645621,651518.765,6133329.318,3
195,11.38811528,55.32308111,36,2,0,3.610917913,1.098612289,0,3.583521716,0.693197179,-9.210340372,651518.826,6133341.943,3
196,11.38810972,55.32292278,33,2,0,3.526360525,1.098612289,0,3.496510592,0.693197179,-9.210340372,651519.0777,6133324.317,8
197,11.38811306,55.32294528,24,11,0,3.218875825,2.48490665,0,3.178057997,2.397904364,-9.210340372,651519.2033,6133326.827,1
198,11.38811167,55.32289944,24,7,7,3.218875825,2.079441542,2.079441542,3.178057997,1.945924435,1.945924435,651519.2901,6133321.725,6
199,11.38812583,55.3231025,41,1,4,3.737669618,0.693147181,1.609437912,3.713574506,1.00E-04,1.386319361,651519.414,6133344.346,4
