ROI_ID,nir_contrast,nir_entropy,nir_homogeneity,nir_mean,nir_std,red_contrast,red_edge_contrast,red_entropy,red_edge_entropy,red_homogeneity,red_edge_homogeneity,red_mean,red_edge_mean,red_std,red_edge_std,green_contrast,green_entropy,green_homogeneity,green_mean,green_std,NDVI_contrast,NDVI_entropy,NDVI_homogeneity,NDVI_mean,NDVI_std,NDRE_contrast,NDRE_entropy,NDRE_homogeneity,NDRE_mean,NDRE_std,CIgreen_contrast,CIgreen_entropy,CIgreen_homogeneity,CIgreen_mean,CIgreen_std,CIrededge_contrast,CIrededge_entropy,CIrededge_homogeneity,CIrededge_mean,CIrededge_std
ROI_1,3.7781954887218134,8.049870721967423,0.07073674098573067,0.011797272,0.0005909505,3.6215538847117825,3.8834586466165444,7.706538428476312,7.985908873233045,0.07246626137490846,0.07222170716902812,0.00997317,0.011227664,0.0006658272,0.00069292745,3.6835839598997513,7.719086931148782,0.06969768141617044,0.008227401,0.0005389317,3.4323308270676773,7.102289565778985,0.08333779006422629,0.084265605,0.014747683,4.862155388471191,7.927492472802066,0.06399632647483737,0.02507225,0.0082922485,3.364661654135342,7.291666628426455,0.08052110466282482,0.43574852,0.038757864,4.807644110275701,7.829788464465752,0.06497768774240423,0.05158293,0.017502807
ROI_10,1.801378446115291,6.429777548587405,0.1151709245535791,0.012084527,0.0012231298,4.204260651629078,1.6159147869674224,7.5681450061449365,6.327664957383092,0.07904421572783793,0.12160927255124514,0.008860144,0.0110280095,0.0008208862,0.0012010711,3.238721804511281,7.2217771955824,0.08511846795916023,0.007609439,0.0006011063,4.530701754385984,6.876884085707697,0.09866521800358259,0.15287477,0.070012935,5.788847117794499,7.736703318245156,0.0631489766219186,0.046058044,0.01137474,3.031328320802015,6.3547387422379416,0.10892246411501466,0.59618926,0.19694361,5.824561403508791,7.859540169900928,0.06258378133211892,0.09686159,0.02499274
ROI_100,4.80701754385966,7.825462060585002,0.06720651892123533,0.015027337,0.00071830594,5.801378446115297,5.852756892230587,7.896771702509874,7.967171245881791,0.07241952123107623,0.06225433443201474,0.01072846,0.013267321,0.0010535971,0.0007173487,7.817669172932351,8.128382141714276,0.05867620476206605,0.008538035,0.0005989499,4.057644110275705,7.441081955760131,0.0819891697442562,0.16834797,0.04878768,3.8327067669172954,7.411884714724427,0.07157400473077023,0.062360972,0.009949179,5.221804511278222,7.7931907489729735,0.06802863310830345,0.76584566,0.11121065,3.7431077694235624,7.403290968986013,0.07344993631292139,0.13325813,0.022727307
ROI_101,1.7857142857142911,7.684575738268406,0.09246986333082602,0.02331366,0.0031415676,2.2255639097744426,1.8834586466165455,7.178134887670054,7.644671514513041,0.10464174601554382,0.09225882917884169,0.004040297,0.0145539045,0.0013660043,0.00200324,2.376566416040107,7.374204170780459,0.09850153936705067,0.0049996115,0.0010196863,2.3640350877193,7.545450267605329,0.1033344233935827,0.7034594,0.09516577,2.774436090225565,7.693629318331291,0.08450469108524646,0.23133518,0.028081689,2.538847117794487,7.770321172789517,0.09556300321750018,3.8270206,1.0387344,2.886591478696743,7.8016981879351635,0.08561434662191285,0.605357,0.094321944
ROI_102,1.7894736842105294,7.188849574370352,0.09518834945866031,0.015587657,0.0012048825,2.4918546365914804,2.2412280701754397,7.625598351185832,7.402525806169219,0.08372498749565896,0.08839139654654331,0.010097273,0.013656032,0.0013571356,0.0011212698,2.7449874686716815,7.529001718453419,0.0794046981148362,0.0085817985,0.0006887874,3.1027568922305866,7.679911451730234,0.08854009947262265,0.21534939,0.07834346,4.828947368421062,7.807552598024055,0.06416358465534602,0.06625081,0.012274171,3.075187969924819,7.691914625131071,0.081656515572351,0.82394105,0.16235374,4.889724310776952,7.8263968169123865,0.06301101253292023,0.14227343,0.028200777
ROI_103,3.640350877192995,7.584379555168164,0.07892008835332838,0.014200531,0.00073665247,3.2706766917293275,4.680451127819572,7.43073519821974,7.961675454235248,0.0853584617834895,0.0660933800400273,0.010932798,0.012976898,0.0011482565,0.00068774394,3.623433583959904,7.5703985563766265,0.07447930165100743,0.008608513,0.00060433126,3.5087719298245723,6.646929476383935,0.1093338148117021,0.13164607,0.06239273,3.7794486215538896,7.4632021877432395,0.07384564299747444,0.04505384,0.010675063,2.7631578947368483,6.567220978227947,0.10753602695236503,0.6569155,0.14000843,3.5733082706766965,7.38583445876932,0.0771300390901746,0.09462242,0.023576219
ROI_104,3.6353383458646675,7.55491064562085,0.06808947067475489,0.013909813,0.0006251936,4.064536340852136,4.497493734335848,7.791647498529521,7.85959079118351,0.07099458782415,0.07024206312373882,0.010500201,0.012545381,0.0010481671,0.00072021,4.440476190476197,7.8463787813586725,0.06457074363920737,0.008261447,0.0006523244,3.283208020050131,7.147073285329268,0.08707111835551357,0.1414811,0.04321859,3.536967418546371,7.43181279357744,0.07748104792215692,0.051894255,0.011360802,4.307017543859664,7.524195352054313,0.07062801431367657,0.6905453,0.105003566,3.4780701754386016,7.382483696458253,0.07468885570113529,0.10977418,0.025444657
ROI_105,4.384085213032588,7.910860641830911,0.06294461096982576,0.014860161,0.0006294551,6.038847117794503,4.491854636591485,8.112949254795717,7.8533584918988755,0.05816820716733167,0.06550743513207687,0.011999872,0.01342053,0.0007374509,0.00069090456,7.4229323308270825,8.296188202931543,0.04921866778446888,0.009381831,0.0005545494,4.15476190476191,7.476968775308754,0.06369205917376594,0.10694675,0.017823404,5.316416040100259,7.809471589512366,0.05788318910381208,0.051112425,0.011315611,5.3652882205513865,7.7518076419556845,0.06495136558470735,0.5861497,0.052665513,5.4241854636591675,7.8771665509796005,0.05276243038911292,0.108031,0.025140394
ROI_106,2.533834586466172,7.243126122548584,0.08547921110199014,0.013906577,0.00089339307,2.930451127819553,3.290726817042618,7.693095836970643,7.681987778634898,0.07855094602587538,0.07582316038920979,0.009206869,0.012163133,0.0009957696,0.00083460234,3.8834586466165484,7.802805297041088,0.0684664058134473,0.007884896,0.00046403834,2.761904761904768,7.282351579596744,0.08831292917473951,0.20413357,0.07085287,4.37781954887219,7.732125193844401,0.06460272159372582,0.06702066,0.0096689435,3.487468671679213,7.574462433038136,0.07760345781448841,0.7684618,0.13844097,4.232456140350883,7.631215896422571,0.06375046341277187,0.14390068,0.022242539
ROI_107,1.9542606516290764,6.417206530086797,0.10769431126933929,0.013407473,0.0012189117,2.17355889724311,1.7274436090225584,6.6291896955719425,6.565896458491066,0.10532602727735255,0.11311589046716083,0.010121827,0.011925039,0.0013649414,0.0011172023,2.3590225563909804,6.700574132042409,0.10478115582778466,0.008093444,0.0009100171,1.6804511278195524,4.921851023625154,0.14972955761612802,0.14129934,0.08302616,3.95989974937344,7.55077905258797,0.07324957277546154,0.058730893,0.014545591,1.416666666666669,4.537599639930739,0.1557512733723009,0.6789,0.285057,3.947368421052643,7.5188331686503735,0.07189267619085742,0.12530462,0.03325588
